id,clasificacion,tipo_de_muestra,subtipo_de_muestra,analisis,naturaleza,unidades,cantidad_de_toma,tecnica,limite_maximo_permisible,NOM,UNIDADES_g_O_mL,Unidad,nom_Nombre,descripcion
229,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua dulce,Vibrio parahaemolyticus,NO NORMATIVO,NMP/g,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
230,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua dulce,Vibrio vulnificus,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
231,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Clostridium botulinum,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.20. Determinación de Clostridium botulinum.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
232,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Coliformes fecales,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método del NMP-CF.,400 NMP/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
233,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Enterotoxinas estafilococcicas,NORMATIVO,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
234,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Escherichia coli,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método de NMP-EC.,400 NMP/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
235,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
236,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Parásitos con cápsula > 3 mm de diámetro,NORMATIVO,/kg,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,2/kg de unidad de muestra,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
237,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Parásitos no encapsulados > 10 mm de longitud,NORMATIVO,/kg,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,1/kg de unidad de muestra,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
238,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
239,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Staphylococcus aureus,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,1 000 UFC/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
240,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Vibrio cholerae no O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae no O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
241,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Vibrio cholerae O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
242,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Vibrio parahaemolyticus,NO NORMATIVO,NMP/g,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
243,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salada,Vibrio vulnificus,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
244,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Clostridium botulinum,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.20. Determinación de Clostridium botulinum.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
245,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Coliformes fecales,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método del NMP-CF.,400 NMP/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
246,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Enterotoxinas estafilococcicas,NORMATIVO,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Negativo,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
247,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Escherichia coli,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método de NMP-EC.,400 NMP/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
248,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Gnathostoma,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,AUSENTE,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
249,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
250,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Paragonimus,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,AUSENTE,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
251,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Parásitos con cápsula > 3 mm de diámetro,NORMATIVO,/kg,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,2/kg de unidad de muestra,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
252,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Parásitos no encapsulados > 10 mm de longitud,NORMATIVO,/kg,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,1/kg de unidad de muestra,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
253,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
254,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Staphylococcus aureus,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,1 000 UFC/g,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
255,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Vibrio cholerae no O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae no O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
256,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Vibrio cholerae O:1,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,Vibrio cholerae O:1 en 50 g: AUSENCIA,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
257,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Vibrio parahaemolyticus,NO NORMATIVO,NMP/g,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
258,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Pescados de agua salobre,Vibrio vulnificus,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.6 Parásitos."
259,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Clostridium botulinum,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.20. Determinación de Clostridium botulinum.,AUSENTE,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
260,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Coliformes fecales,NO NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método del NMP-CF.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
261,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Enterotoxinas estafilococcicas,NO NORMATIVO,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
262,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Escherichia coli,NO NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método de NMP-EC.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
263,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Gnathostoma,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,AUSENTE,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
264,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Listeria monocytogenes,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
265,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Paragonimus,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,AUSENTE,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
266,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Parásitos con cápsula > 3 mm de diámetro,NORMATIVO,/kg,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,2/kg de unidad de muestra,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
267,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Parásitos no encapsulados > 10 mm de longitud,NORMATIVO,/kg,300,NOM-242-SSA1-2009. Apéndice B.23. Procedimiento al trasluz para la detección de parásitos.,1/kg de unidad de muestra,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
268,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Salmonella spp.,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
269,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Staphylococcus aureus,NO NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
270,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Vibrio cholerae no O:1,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
271,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Vibrio cholerae O:1,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.2. Identificación y confirmación de V. cholerae NO O1 y V. mimicus.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
272,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Vibrio parahaemolyticus,NO NORMATIVO,NMP/g,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
273,CRUDO,"Productos de pesca frescos, refrigerados y  congelados",Productos preenvasados al vacío,Vibrio vulnificus,NO NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,N/A,NOM-242-SSA1-2009,,g,"Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba.","NOM-242-SSA1-2009. Productos y servicios. Productos de la pesca frescos, refrigerados, congelados y procesados. Especificaciones sanitarias y métodos de prueba. 7.1.5.1 Productos frescos, refrigerados y congelados (Parte comestible)."
274,FERMENTADO,Leche y derivados lácteos,Leche fermentada en planta,Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 10 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
275,FERMENTADO,Leche y derivados lácteos,Leche fermentada en planta,Coliformes totales,NORMATIVO,UFC/mL,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 10 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas."
