clasificacion,tipo_de_muestra,subtipo_de_muestra,analisis,naturaleza,unidades,cantidad_de_toma,tecnica,limite_maximo_permisible,NOM,UNIDADES g O mL,Unidad,nom_Nombre,descripcion,,,,,,,,,,,,,,,
FERMENTADO,Leche y derivados lácteos,Leche fermentada en planta,Staphylococcus aureus,NORMATIVO,UFC/mL,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,≤ 100 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
FERMENTADO,Leche y derivados lácteos,Leche fermentada en punto de venta,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
FERMENTADO,Leche y derivados lácteos,Leche fermentada en punto de venta,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
FERMENTADO,Leche y derivados lácteos,Leche fermentada en punto de venta,Staphylococcus aureus,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,≤ 100 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
FERMENTADO,Leche y derivados lácteos,Leche fermentada en punto de venta,Staphylococcus aureus,NORMATIVO,UFC/mL,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,≤ 100 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Alimentos,"A base de cereales, de semillas comestibles, harinas, sémolas, semolinas o sus mezclas",Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,< 30 UFC/g,NOM-247-SSA1-2008,,g,"Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba.","NOM-247-SSA1-2008. Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba. 5.2.3.1 Microbiológicas. ",,,,,,,,,,,,,,,
POSTRE,Alimentos,"A base de cereales, de semillas comestibles, harinas, sémolas, semolinas o sus mezclas",Mohos,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,300 UCF/g,NOM-247-SSA1-2008,,g,"Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba.","NOM-247-SSA1-2008. Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba. 5.2.3.1 Microbiológicas. ",,,,,,,,,,,,,,,
POSTRE,Alimentos,"A base de cereales, de semillas comestibles, harinas, sémolas, semolinas o sus mezclas",Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,10 000 UFC/g ,NOM-247-SSA1-2008,,g,"Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba.","NOM-247-SSA1-2008. Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba. 5.2.3.1 Microbiológicas. ",,,,,,,,,,,,,,,
POSTRE,Alimentos,"A base de cereales, de semillas comestibles, harinas, sémolas, semolinas o sus mezclas",Salmonella spp.,NORMATIVO,Negativo/ Positivo,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Negativo,NOM-247-SSA1-2008,,g,"Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba.","NOM-247-SSA1-2008. Productos y servicios. Cereales y sus productos. Cereales, harinas de cereales, sémolas o semolinas. Alimentos a base de: cereales, semillas comestibles, de harinas, sémolas o semolinas o sus mezclas. Productos de panificación. Disposiciones y especificaciones sanitarias y nutrimentales. Métodos de prueba. 5.2.3.1 Microbiológicas. ",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en planta,Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 10 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en planta,Coliformes totales,NORMATIVO,UFC/mL,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 10 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en planta,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en planta,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en planta,Staphylococcus aureus,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,≤ 100 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en planta,Staphylococcus aureus,NORMATIVO,UFC/mL,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,≤ 100 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en punto de venta,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en punto de venta,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en punto de venta,Staphylococcus aureus,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,≤ 100 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Dulce a base de leche en punto de venta,Staphylococcus aureus,NORMATIVO,UFC/mL,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,≤ 100 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 100 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Coliformes totales,NORMATIVO,UFC/mL,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,≤ 100 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Enterotoxinas estafilococcicas,NORMATIVO,Negativo/ Positivo,300,"NOM-243-SSA1-2010. Apéndice B.15. Determinación de Enteretoxina Estafilocóccica, por el método de Elisa.",Negativo,NOM-243-SSA1-2010,,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Listeria monocytogenes,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice C Normativo. Método para el aislamiento de L. monocytogenes.,Listeria monocytogenes en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,200 000 UFC/g,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Mesofílicos aerobios,NORMATIVO,UFC/mL,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,200 000 UFC/mL,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-243-SSA1-2010,g,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método para el aislamiento de Salmonella spp.,Salmonella spp. en 25 mL:  AUSENCIA,NOM-243-SSA1-2010,mL,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Leche y derivados lácteos,Helados y sorbetes,Vibrio cholerae,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-242-SSA1-2009. Apéndice B.19.Técnicas para la investigación de Vibrio cholerae.,Vibrio cholerae en 25 g: AUSENCIA,NOM-243-SSA1-2010,,g,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.","NOM-243-SSA1-2010. Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba. 6.1.8. Especificaciones Microbiológicas.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,Helados,Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,100 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6.1 Helados.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,Helados,Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,200 000 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6.1 Helados.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,Helados,Salmonella spp.,NORMATIVO,AUSENTE/ PRESENTE,300,NOM-210-SSA1-2014. Apéndice A Normativo. Método de referencia para el aislamiento de Salmonella spp.,Salmonella spp. en 25 g:  AUSENCIA,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6.1 Helados.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,"Pastel de crema, dulce de leche, gelatina de leche y flan",Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,< 100 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, [P. Lácteos] Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.5 Postres lácteos.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,"Pastel de crema, dulce de leche, gelatina de leche y flan",Escherichia coli,NORMATIVO,NMP/g,300,NOM-210-SSA1-2014. Apéndice H Normativo. Método de NMP-EC.,< 3 NMP/g,NOM-243-SSA1-2010,,,"Productos y servicios. Leche, fórmula láctea, producto lácteo combinado y derivados lácteos. Disposiciones y especificaciones sanitarias. Métodos de prueba.",,,,,,,,,,,,,,,,
POSTRE,Postres lácteos,"Pastel de crema, dulce de leche, gelatina de leche y flan",Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,100 000 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, [P. Lácteos] Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.5 Postres lácteos.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,"Pastel de crema, dulce de leche, gelatina de leche y flan",Staphylococcus aureus,NORMATIVO,UFC/g,300,NOM-210-SSA1-2014. Apéndice B Normativo. Método S. aureus.,< 100 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, [P. Lácteos] Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.5 Postres lácteos.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,Yogurth,Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,10 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6.2 Yogurth.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,Yogurth,Mohos,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,10 UCF/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6.2 Yogurth.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,Yogurth,Levaduras,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,10 UCF/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6.2 Yogurth.",,,,,,,,,,,,,,,
POSTRE,Postres lácteos,Yogurth,Levaduras,NORMATIVO,UFC/g,300,NOM-111-SSA1-1994. Método para la cuenta de mohos y levaduras en alimentos.,10 UCF/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994, Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6.2 Yogurth.",,,,,,,,,,,,,,,
POSTRE,Postres no lácteos,"Gelatinas, frutas en almibar y cualquier postre que no contenga leche",Coliformes totales,NORMATIVO,UFC/g,300,NOM-113-SSA1-1994. Método vaciado en placa para CT.,10 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994,  Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6 Postres no lácteos.",,,,,,,,,,,,,,,
POSTRE,Postres no lácteos,"Gelatinas, frutas en almibar y cualquier postre que no contenga leche",Mesofílicos aerobios,NORMATIVO,UFC/g,300,NOM-092-SSA1-1994. Método vaciado en placa para bacterias aerobias.,5 000 UFC/g,NOM-093-SSA1-1994,,g,Bienes y servicios. Preparación de alimentos que se ofrecen en establecimientos fijos. Especificaciones sanitarias. Cédula de verificación.,"NOM-093-SSA1-1994,  Bienes y servicios. Prácticas de higiene y sanidad en la preparación de alimentos que se ofrecen en establecimientos fijos. Apéndice informativo B. Especificaciones microbiológicas en alimentos. 1.2.6 Postres no lácteos.",,,,,,,,,,,,,,,
